Hay Day	schlecht	Startfehler!	Seit dem Update braucht es teilweise 20 Anläufe zum starten und dann stürzt es gerne mal ab! Sony Xperia Z
Subway Surfers	gut		c
Farmville 2	schlecht		Könnte mehr Spaß machen dachte ich , aber geht gar nicht, nur frustig
Die Simpsons	gut	Macht richtig Spaß	Macht richtig Spaß
Die Simpsons	schlecht		Das Spiel an sich ist geil, aber ich komme seid einer Woche nicht mehr in mein Springfield rein der Bildschirm wird einfach schwarz und das wars dann. Deshalb nur ein Stern.
Die Simpsons	gut	Suche noch ein paar Freunde fürs event!!!	Bitte adden...!!!! benutzername: s3ishin
Bike Race Free	gut	GEILLLL	BES4E SPIEL ECER
Hay Day	schlecht	Weg damit!	Das Spiel bricht immer sofort nach dem Laden ab!!!! Tut mir Leid, aber es reicht jetzt immer diese Bugs.
Hay Day	gut	Dass Spiel ist klasse🎡	Ladet Bitte hay Day runter es macht spass mann kann eine schöne Farm machen am neckstes Level kommt neue Sachen dazu Beispiel Level 20 kann mann ein Hund gegen Gutscheine eintauschen 🐶 es macht süchtig und dass macht spass😊
Hay Day	gut	Super, aber...	Ich finde, dass die Preise bei Hay Day zu hoch sind. Man muss ewig lange sparen, bis man sich was leisten kann und Diamanten kriegt man auch zu selten. Wäre cool, wenn ihr mal die Preise senkt und man auch öfters entweder Diamanten oder diese Gutscheine bekommt und was auch praktischer wäre, wenn man etwas aus Versehen kauft (z.B. Hühnerstall), dass man das entweder weiter verkaufen kann oder sein Geld zurück bekommt, wenn man das nach einer Zeit nicht mehr möchte/braucht. Dann gibt es auch 5 Sterne.
Subway Surfers	gut	Toll	Perfekt
Hay Day	gut	Cool	Einfach nur cool
Subway Surfers	gut		♥
Farmville 2	schlecht	Blöd	Einfach blöd. HayDay ist viel besser.
Subway Surfers	schlecht	S3	Das spiel Hängt Ab und zu
Die Simpsons	schlecht	Eigentlich gut aber...	Ich komme seit gestern nichtmehr in das Spiel rein. Selbst nach neustart des Handys passiert das gleiche, Black Screen. Es geht selbst nach langer Zeit nicht weiter.
Hay Day	gut		Cool
Hay Day	gut	Super aber	Die Mine kostet sehr viel ich bin jetzt in dem 28 Level aber das boot kostet auch viel das ales auch einmal ist viel Geld bitte behebt es
Call Of Duty Heroes	gut	Geil	Einfach Pflicht für cod suchtis
Hay Day	gut		Cool
Farmville 2	schlecht	Dorfladen	Es zeigt mir immer ein grünes hackerl an und wenn ich da drauf gehe ist nix verkauft geh ich wieder raus scheint es immer noch auf und wenn es dann gekauft ist zeigt es ab und zu das grüne hackerl nicht an , kann nicht viel verkaufen weil es immer hängt ??
Temple Run	gut	Das spiel ist cool mein spiel	Das spiel ist fantastisch cool meine spieleund ich würde es auf jeden fall weiterempfehlen alle müssen das spielen
Subway Surfers	gut		Cool
Hay Day	gut	Maxim garder	Garder
Hay Day	gut	EIGENTLICH GUT	COOLES SPIEL ABER MANCHMAL STÜST ES BEIM REIN KOMMEN AB .FEHLER BITTE BEHEBEN DAN GIPT ES AUCH 5 STERNE :-):-):-):-):-):-)
Die Simpsons	gut	Bitte mehr donats	Bitte mehr donats bitte dann gibt es auch den 5. Stern
Die Simpsons	gut		Ich finde das Spiel genial!!! Suche noch Nachbarn! chrizima5
Subway Surfers	gut	Cool	Macht echt spaß
Subway Surfers	gut	Hammer	Geil haha
Call Of Duty Heroes	gut	super	Spiel macht Spaß und ähnelt stark CoC
Subway Surfers	gut	Gut	Gut aber es hackt manchmal und sonst macht es ein süchtig
Subway Surfers	gut	Gutes Game	Es ist toll doch leider gibt es keine Multiplayer Events die Kämpfen sonst echt tolles Spiel! Daumen hoch und falls es Hängen bleibt schaltet euer Welan aus!
Farmville 2	schlecht		Stürzt momentan nur noch ab. Keine Verbindung zu Facebook mehr möglich und beim Anklicken des Herbstfestes sofort Neustart des Programmes.
Die Simpsons	gut	Raus schmeiser	Ich finde das Spiel voll cool aber seid ich das neuste update habe schmeißt das Spiel mich immer raus und ich kann nicht mehr spielen
Die Simpsons	gut	Cool	Macht Spaß super
Subway Surfers	gut	Super App	;-)
Die Simpsons	gut	Besser als alles andere	Sejr gut addet mich, nehme alle an und bin sehr aktiv :) : vneirkoi
Hay Day	gut	cool	gutes spiel
Hay Day	gut	Tolles spiel !	ABER seit einigen MONATEN Krieg ich keine videos mehr zu schauen und als ich es gerade aktualisiert hatte habe ich mir ein Paket für 30geschenk Karten geholt. Das Paket kam an und ich bekam 7 dynamit. Ich konnte somit meine derby aufgabe beenden mit dem abbau von erzklumpen. Aber auf einmal hat es neu gestartet. Mein dynamid war weg, mein Fortschritt bei der derby aufgabe und dann auch noch die geschenkkarten bitte behebt diese Fehler, auch das mit den 'kinoabenden' bitte
Farmville 2	gut	Hund angekommen	Endlich hab ich den Hund bekommen wie ich gesagt hab mehr Sterne. Danke
Farmville 2	schlecht		Na tolll!!!!! Wieder ein event rum und man wurde wieder einmal um den Gewinn betrogen. Da spielt man und verteidigt seinen Platz und am Ende bekommt man nichts!!!!! Das ist nicht gut!!!!!!!!
Farmville 2	gut		In großen und ganzen ist es gut ...
Tower Defense	gut	Speicher	Das Spiel macht echt Spaß
Die Simpsons	schlecht	langweilig	was ist daran so interesant
Hay Day	gut	Cool	Cool
Angry Birds	schlecht	Schreibst du mir z	Ich habe es mir runter geladen
Subway Surfers	gut	Cool	Einfach nur cooooooooooool ! Ich liebe es und es macht süchtig
Die Simpsons	gut		Wunderbar!
Call Of Duty Heroes	gut		Nice :)
Farmville 2	gut	Wow es macht voll spaß	Es ist ein Spiel was ich den ganzen Tag spielen kann.
Subway Surfers	gut	Toll	Ich liebe es das Spiel! Es machf spaß
Hay Day	gut	Güzel bir oyun bbuya	Ben bu oyunu oynadim şim die de yeni bölümü oynuyorum
Subway Surfers	gut		Echt cool ich hab es schon mal gehabt und ich habe 540000 ge
Hay Day	gut	Vorschlag für ein Update	Es wäre praktisch wenn man allen sagen kann was man braucht zb. in der Zeitung einen Teil bei dem man den leuten die da drin sind geben kann was sie brauchen
Hay Day	gut	ECHT COOL	Echt cooles spiel...gibt nichts zu verbessern
Subway Surfers	gut	Ist mein lieblings spiel	Das geht immer auch wem man kein WLAN hat
Cut The Rope 2	gut	Coooooool	Coooooool
Subway Surfers	schlecht		Sehr gut
Hay Day	schlecht	Geht	Größte voll gelt-
Die Simpsons	schlecht		Unverschämte groß trotz viel Speicherplatz immer noch zu groß
Angry Birds	schlecht	Die Werbevideos sind das letzte	Rovio hat ein tolles Spiel mithilfe dieser Werbevideos die außerhalb des Apps agieren und einen echt schrecken zerstört, meinen Glückwunsch. Ich hoffe das wars wert - ich deinstalliere es jedenfalls sofort wieder.
Subway Surfers	gut	Abzocke	Voll die abzocke betrüger mein Account wurde gelöscht uns wenn man die anschreibt wir sind nicht für fehlenden sachen verantwortlich hallo leckt mich
Farmville 2	gut	Top	Tolles Spiel nur mehr Schlüssel wären nicht verkehrt.
Hay Day	schlecht	Normal echt gut !	Es verdient 5 Sterne jedoch stört mich und ich glaube auch mehr dass die Preise für die Maschinen (zb. Saftpresse oder das Angler boot) zu hoch sind. Wenn das überarbeitet wird wieder 5 Sterne. ✌
Subway Surfers	schlecht	Samsung galaxy S4	Das spiel is so blöd weil es nach dem neuen update immer hängt
Die Simpsons	gut		Lol
Hay Day	gut	Top	100%
Hay Day	schlecht	Hay day	Die ständige Aktualisierung nervt,da sie oft Tage lang nicht geht.geht es endlich dan kommt die nächste.jetzt bei der Aktualisierung ging gar nichts,hab das Spiel runter und lade es neu hoch,hoffe es geht dan mit meinem alte spielestand,wenn nicht bin ich raus Noch mahl baue ich keine 56level auf.an sonsten ist das Spiel echt toll
Subway Surfers	gut		Es macht auf jeden vall Spaß
Temple Run	gut	Fucking cooooooooooool	Woooow geil
Subway Surfers	gut		Cool man kann sogar von Zügen aufs Dach springen
Hay Day	schlecht	Hay Day	Es wer besser wen man 10 Aufgaben lösen kan were noch Cooler das Spiel 👍aber es sollten noch 30 Millionen Axte in den Umlauf kommen um tote Pflanzen wegzunehmen von der Farm wir alle haben nur noch Tote Farmen das ist hässlich und deswegen geb ich dafür nur 1Sterne und das nervt ein schon ich gebe 5 Sterne wen ich merke das mehr Axte im Umlauf kommen Bitte Beheben. Und dan sollten noch mer Uhrkunden Holzhammer Makierungen 30Mil.von jedem kommem sonst können wir nicht Erweitern Beheben😢Bitte
Hay Day	gut	Problem Gelöst	Problem gelöst all die, die Probleme haben sich mit Google zu verbinden um auf die Zeitung in HayDay zu zugreifen. Lädt euch hier die APP Google Play Game herunter. Die APP ist grün und schaut wie ein Joystick.. Achtet bitte darauf das ihr bei eurem Handy die Synchronisation ausgeschaltet ist. Bis ihr euch in HayDay mit Google verbunden habt.. Danach kann Mann die Synchronisation am Handy Problem los wider einschalten..
Subway Surfers	gut	Megaaaaa cool	Ich finde es immer cool PS wenn man Langeweile hat aber auch so hat man Spaß,
Call Of Duty Heroes	gut		Sehr gutes spiel
Cut The Rope 2	gut	Lustig	Mir gefällt das Spiel weil es sehr lustig ist und es einfach Spaß macht😀
Die Simpsons	gut	Spiel läuft wieder perfekt	Läuft perfekt ;)
Subway Surfers	gut		Super Spiel
Subway Surfers	gut		Es geht es macht ne zeit lang spaß aber irgendwann wird es auch langweilig
Subway Surfers	gut	Cool	Cool
Die Simpsons	gut	Cletus ist weg	Ich habe cletus gelagert und ich bekomme ihn nicht mehr zurück
Call Of Duty Heroes	gut		Geil
Tower Defense	gut		Macht Spaß
Hay Day	schlecht	Langweilig	Es ist langweilig echt chlas of clans ist viel besser
Subway Surfers	gut	Supi	Ein muss auf seinem smartphone
Die Simpsons	gut		Bitte anfragen brauch Nachbarn. michiminimaus
Temple Run	schlecht		Scheiße
Die Simpsons	schlecht	EA halt...	Mag das Spiel, obwohl das Prinzip schon älter ist. Aber Pay to win geht gar nicht, zumindest nicht in so nem Umfang.
Subway Surfers	gut		Super
Subway Surfers	gut	Ganz OK ...	Nicht schlecht, aber da hat er recht. Immer wieder die gleichen Städte. ... an sonsten nichts anderes GUT
Bike Race Free	gut		Sehr gut
Hay Day	schlecht		Scheiße!!!!
Call Of Duty Heroes	schlecht	Langweilig	Komm nicht rein schnell beheben dann 5 Sterne OK
Subway Surfers	gut	Tol	Zum suchten
Angry Birds	schlecht	schwach	schwach
Die Simpsons	gut	Tolles spiel!!	Jaaa!! Neue updates!! Wurde schon langsam zeit...ich hab schon fast Interesse an dem Spiel verloren..
Angry Birds	gut	Super	Macht Laune
Angry Birds	gut		Supii
Angry Birds	gut	Es braucht richtig lange zum runterladen	EINFACH NUR SCHEIßE💩
Die Simpsons	gut		Cooles spiel
Bike Race Free	schlecht		Scheiß Spiel bei mir hat Antivirus Alarm geschlagen seid dem ich das Spiel hatte hat mein Handy Mist gemacht holt es euch nicht es macht das Handy kaputt schade saß man nicht 0 Sterne geben kann aber ok wenigstens startet das Spiel aber Ladet es nicht!!! Runter es macht das Handy kapput!!! Über legt es euch ob es das wert ist.
Hay Day	gut	Super Spiel.	Die ganze Familie spielt es. Echt toll.
Subway Surfers	gut		Rockt
Subway Surfers	gut		Geil
Hay Day	gut	Gut	Gut
Subway Surfers	gut		Bestes Spiel jeden Tag Spiel ich das jetzt schon
Die Simpsons	schlecht		Update lässt sich nicht installieren.........
Call Of Duty Heroes	gut		Gut
Hay Day	gut	Total cool!	Einfach super es gibt keine bessere farmspiel als das! Das kann ich wirklich empfehlen
Temple Run	gut		Geiles Spiel
Hay Day	gut	Super	Sehr gut
Tower Defense	gut		Sehr geiles Spiel mit Geschichte, das beste TD was ich bis jezz aufm Handy gespielt hab.
Hay Day	schlecht	Spiel hängt weiterhin&stürzt oft ab,bonusmaterial laesst zu wuenschen uebrig	Schön und gut das man seine farm nochmal erweitern kann,doch wie soll das ohne material funktionieren?bekomm als bonus fast nur noch bolzen,schrauben und klebeband.spiel hanegt sich weiterhin auf oder stuerzt ab,trailer bekomm ich immer noch nicht,schiffsbestellungen sind nach wie vor total oft übertrieben und geben fast nur gruene tickets,15 diamanten fuer einen tag tom,wovon er 12 std pennt, grenzt auch an verarsche.Qualität des spieles nimmt in meinen augen immer mehr ab.
Hay Day	gut	Wow	Das beste Farmspiel was es gibt. Es ist wirklich so probiert es aus dann wisst ihr was ich meine hammer echt jetzt Dattebayo!!!!
Subway Surfers	schlecht	...	Ich habe mein Smartphone gewechselt und Subway Surfers runtergeladen. Mein Highscore wird mir angezeigt und mein Geld habe ich auch, aber die Double Coins, die ich mir mal für 4,40€ geholt habe, sind weg.
Subway Surfers	gut		Diesea Spiel ist einfach nur geil
Subway Surfers	gut	Toll	Macht Spaß
Die Simpsons	gut	Super Spiel	Geht wieder...
Subway Surfers	gut	Toller Zeitvertreib	Das Spiel würde ich als sehr gut bezeichnen, aber es hat manchmal ein paar kleine ruckler,deshalb 4 *
Cut The Rope 2	gut	Dank AdBlocker spielbar ;-)	Mit Werbung anscheinend grausam zu spielen, aber dank root (google: "Smartphone rooten") und AdBlock App spielbar und kurzweilig.
Subway Surfers	gut	Geil	Mein rekord irdenwas mit 49.000
Hay Day	gut		Tolles Spiel, so für zwischendurch auch mal öfter. Und für alle die keine in App Einkäufe machen wollen und können.
Hay Day	gut	Suuuuupppppeeeeeerrrrr	Nur mich störtst voll das dieser scheiß Schuppen ständig voll ist und des silo
Subway Surfers	gut		Cool
Subway Surfers	gut		Voll cool
Die Simpsons	gut	😊	Ich liebe das Spiel ich spiele das schon lange und ich hab eigentlich kein meckerpunkt aber eins nervt man bekommt zu wenig Donuts um überhaupt etwas zu kaufen vllt könnte man es so machen das man die Sachen billiger oder mehr Donuts bekommt das wäre sonst schade sonst top wer Lust hat addet mich: chanti200102
Subway Surfers	gut		Beste Spiel der Welt
Bike Race Free	gut		Es ist einer meiner Lieblings spiele Best game ever wenn es noch thunder bike gäbe dann ist es mein Lieblings game ☺
Die Simpsons	gut	Super Spiel	Suche noch Nachbarn: eisengel_8832
Die Simpsons	gut		Cuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuüuuuuuuuuuuuuuuuuuuuuuuuuuuul und geiel:-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-)
Hay Day	gut	Updates ey...	Ich mag dieses Spiel wirklich sehr! Aber jedes Update ist ein grössere Fehler als der den es beheben sollte... das ist Nicht so lustig und es nervt auch aber ich denke die Entwickler geben sich mühe c: also bleib ich mit Spass dabei!
Bike Race Free	gut		Total lustig
Angry Birds	gut	Super !!	Bis auf die Werbungen ist alles suuuuuuper
Die Simpsons	schlecht	Unverschämtheit	Nach einem Update bin ich wieder Level 1, ich war schon auf Level 47, von EA kein Kommentar ... Ich will meinen alten Spielstand wieder haben, und zwar sofort, fühle mich wirklich verar ...
Farmville 2	schlecht	SCHEIßE!	Bei mir kann es nicht mal runtergeladen werden im Standard Speicher Bitte um Fehlerbehebung
Hay Day	schlecht	Naja	Ich kann mich nicht mehr mit Facebook verbinden! Da heißt es immer diese oder diese Farm! Ich möchte natürlich Level 47 spielen aber dann verbindet er sich ja nicht,!
Hay Day	gut		Gut es spiel
Angry Birds	gut		Es is sehr gut nichts auszusetzen
Cut The Rope 2	gut		Das spiel ist hammer Es macht spaß Das einzigste was blöd sind die inn app käufe sonst ist es gut
Subway Surfers	gut		Cooooooooolllllllsssssttttttteeeeeeee Spiel der Welt landet das runter :-) :-) :-) :-) :-) :-)
Die Simpsons	gut	Addet mich lilchief20604	Wenn man eine schöne Stadt bauen will bräuchte man viel mehr landstücke. Vl beim nexten update
Call Of Duty Heroes	gut	Ist so cool	Coollllllll
Subway Surfers	schlecht	Kake	so kake
Die Simpsons	schlecht	Absturz	Komme seit gestern nicht mehr rein. Erst keine Servervwrbindung und nun immer das die Anwendung gestoppt wird.
Farmville 2	schlecht	Macht nicht mehr wirklich Spaß	Seit dem letzten update kann ich mich den letzten Ausführungen der Spieler nur anschließen. Behebt die Fehler. Weiter empfehlen kann ich das Spiel zur Zeit nicht
Tower Defense	schlecht	Schrott	Lässt sich nicht öffnen
Die Simpsons	gut	Lustig kurzweilig	Klar wiederholen sich viele Klicks und tippereien, aber Events und der selbstkritische Humor machen es doch recht unterhaltsam xD
Call Of Duty Heroes	gut		Foll cool!!
Pocket Soccer	gut		Das Spiel ist echt gut, jedoch ein replay wäre nicht schlecht.
Bike Race Free	gut	Multiplayer modus	Macht gut spaß
Hay Day	gut		Super Spiel was Süchtig macht !
Die Simpsons	gut	Da sag Ich	Haka Schaka Kahuna Tiff Tuff
Hay Day	gut	Super cool	Ich finde Hay Day cool weil man seine eigene Farm hat
Hay Day	gut		Ist super und macht laune
Die Simpsons	gut	Toll	Braucht sehr viel Speicherplatz. Sonst ist das Spiel ok.
Hay Day	gut	Super	Super cooles Spiel =D
Die Simpsons	gut		Geiles Spiel
Die Simpsons	gut	Cool	Cool
Tower Defense	schlecht	AGB	你好，請翻譯成英文或德文。謝謝
Call Of Duty Heroes	gut		Macht mega Spaß geiles Spiel
Angry Birds	gut	Sauber	Sehr gutes game. Wem die werbung nervt ,Macht flugmodus rein
Die Simpsons	gut	Hammer suchtgefahr!!!	Super hammer Spiel. Wer mich adden möchte : maxxx41284956
Subway Surfers	gut		Supi
Farmville 2	gut		Ha lol
Die Simpsons	gut	Alles in allem ein gutes Spiel	Wie oben schon steht geiles Spiel alles top macht immer fünf und wird nie langweilig aber natürlich gibt es immer was woran man rummeckern kann also: immer wenn ich mich mit facebook verbinden will schließt sich das Spiel einfach und nichts passiert und es nervt ein wenig, dass extrem viele Sachen nur für donuts erhältlich sind ich meine okay irgendwie muss Mann das ganze ja auch finanziert bekommen, und da es kein Einkommen durch Werbung gibt müssenhalt "cashitems" her aber es sind echt zu viele!
Tower Defense	gut	Geil	is hammer geil
Call Of Duty Heroes	gut		Top Spiel sehr zu empfehlen :)
Subway Surfers	gut		Super ☆☆☆☆☆
Cut The Rope 2	gut	Sooo cool!	Das Spiel ist soo cool, und süß gemacht!
Angry Birds	gut	Schöner Zeitvertreib!	Kurzweiliges spiel,level sind lösbar. Spiel läuft ohne ruckeln und abstürtze (lg g2) Schön gemacht! Werbung hält sich noch in grenzen,ist dafür ja auch kostenlos!
Tower Defense	schlecht	SMS senden	Genau ;-). Deinstall
Die Simpsons	gut	Wow ein blaues Auto!!	Tortenman :) Macht Spass...brauche noch nachbarn!!bitte adden: thebriddi
Farmville 2	gut		Geil
Subway Surfers	gut		Sehr gutes Spiel
Pocket Soccer	gut		Wow
Subway Surfers	gut	Super Zeitvertreib	Immer bei Langeweile, immer schön.
Angry Birds	gut		Voll cool
Subway Surfers	gut		Sehr cool ok
Die Simpsons	gut		Frage: Warum kann ich keine Ballons mehr platzen lassen an Sideshow Bobs Bude???
Angry Birds	schlecht	Kann es nicht mehr öffnen...schade	Habe das Spiel lange und sehr gerne gespielt.. Fast alle Level geschafft.. Bis dahin 5 punkte.. Aber kann es seid 2 tagen nicht mehr öffnen... Schade.. 😭
Call Of Duty Heroes	gut	Hammer	Ich war am Anfang traurig das es kein Ego shooter war, hab aber weitergemacht einfach meeegggaaa
Subway Surfers	gut		Super einfach ein suchtfaktor ^~^
Cut The Rope 2	gut	Cool	Cool cool cool cool cool cool cool cool cool cool cool cool cool cool cool
Subway Surfers	gut	Samsung Galaxy s4	Is spitze bleibt nie hängen:)
Call Of Duty Heroes	gut		macht Spaß zu spielen. Kann es nur empfehlen
Die Simpsons	gut	Suchtgefahr!	Brauch noch viele freunde die bei mir einsammeln und bei dennen ich täglich einsammeln kann^^bin level 48 added mich wenn ihr wollt :) stylo_nady618
Hay Day	gut	Macht süchtig	Ein tolles Spiel. Obwohl ich eigentlich nicht für Farmspiele zu haben bin, hat dieses es mir angetan. Es hat viele nette Features, wo es eben nicht nur stur ums ernten geht. Wer was neues sucht, sollte sich dieses Spiel mal anschauen :)
Hay Day	gut	Super!	Ich spiel's schon voll lange und hab echt nichts dran auszusetzen. Mein Tablet muss ich ab und zu mal neu starten, weil es sich aufhängt, weil es die App wohl nicht so ab kann.. Aber ganz ehrlich? Das ist es mir wert! Und dass die Maschinen teuer sind ist doch gut. Es macht Spaß, auf etwas hin zu sparen. Find ich zumindest. Und dann kann man doch stolz auf sich sein, wenn man z.B. die 43200 oder was das war für die Eismaschine beispielsweise hat. :D wie auch immer.. Diesem Spiel werde ich treu bleiben! :)
Bike Race Free	gut		Ghost rider
Call Of Duty Heroes	gut	Geiles Spiel	Ähnlich wie Boom beach
Subway Surfers	gut		Es Macht Spaß .Es ist cool
Hay Day	gut	Cool	Cool cool cool
Hay Day	gut	Toll!!!! ♡	Ich liebe dieses Spiel, geile Grafik und total schön gemacht!! ♡♡♡
Die Simpsons	schlecht	So ein...	Das Spiel ist an sich gut. Hat den charme der serie. Allerdings kotzt es mich an, das sie so oft abstürzt un man sich ewig nicht mehr einloggen kann. Bitte ändert das!!!! Nach dem letzten update darf ich die frink stufen von vorne beginnen.
Subway Surfers	gut	Geil	Es ist einfach geil!!!!!!! !!!!!!!!!!
Die Simpsons	gut		Super Spiel
Die Simpsons	gut	Super Spiel nur zu Empfehlen	Fügt mich einfach gleich hinzu bei Origin heiße ich: jonasbaur1467
Pocket Soccer	gut	..	Bombeeeeee
Hay Day	gut	Ganz gut	Eine Möglichkeit offline zu spielen fehlt.
Subway Surfers	gut	gut	nur die Sachen könnte billiger sein
Hay Day	gut	Sucht	Das spiel ist mega cool und man wird süchtig von dem ich spiele es am liebsten und am meisten kann man auch das spiel wieder normal machen weil Weinachten ist verbei und das andere ist bessser
Die Simpsons	gut	Super Spiel	Manche Sachen kosten zu viel (Donuts, Geld) aber sonst super Spiel 5Sterne verdient
Die Simpsons	gut	gutes Spiel	Läuft ohne Probleme und macht sehr viel Spaß
Subway Surfers	gut	Sehr gut	Eines der wenigen spiele die sich ganz einfach hacken lassen...vielen dank das ihr ein das so einfach macht
Subway Surfers	gut	Schön,ist das Spiel,echt cool	Das spiel ist schön und es gefällt mir gut aber,die Verbung,die ist echt Blöd,ich gehe für dieses spiel ***** sterne.
Hay Day	gut	Keine waren kaufen und verkaufen ?????	Ich mag dieses Spiel total gern aber seit gestern kann ich nichts mehr kaufen . Wenn ich durch die Zeitung ein Angebot seh , und dann da hin geh dann ist nichts im straßenverkauf. Und ich kann auch nichts verkaufen, weil niemand zu mir kommt. (Trotz Inserate ) ,ich weiß nicht was ich machen soll. Bitte helft mir .
Hay Day	gut	Moy ist sehr Süß echt	Süß
Subway Surfers	schlecht	Doof	Es geht einfach nicht
Hay Day	gut	Teuer	Die Sachen sind sehr teuer... eig. schade
Hay Day	gut		Gut
Die Simpsons	gut	Super Spiel!	Wow, schon seit mehrerer Wochen keinen Abstürz! Hakt ab und zu, sonst Einwand frei.
Farmville 2	gut		Super spiel
Tower Defense	gut	Echt cool	...geil...
Hay Day	gut	Super	Super Spiel
Die Simpsons	gut	Fast 5 Sterne!	Positiv: -Suchtfaktor garantiert, -cooles Spiel, -regelmäßige Updates :) Negative: -Donuts (sollte man kaufen können aber mit dem Geld aus dem Spiel) , -Gegenstände aus dem Shop sind viel zu teuer :( Ich gebe 4 Sterne, eig. 5 wenn das Negative nicht wäre, trz. Ein Suuppppeerr Spiel *_*
Subway Surfers	gut	Klasse	Es ist einfach super.Mir macht es super viel Spaß, doch leider kosten die Boards so viel Bitte beheben.sonst ist alles prima
Bike Race Free	gut	Gut und ich glaub ...	... Das ein paar level ein bißchen unmachbar sind sonst alles gut :)
Subway Surfers	gut	Ok	Wird nach einer Weile langweilig
Subway Surfers	gut	Super	Es ist ein tolles spiele cool cool
Hay Day	gut		Super Grafik und gigantisches lager.ladet euch dass auf jedenfall runter👍👍👍
Hay Day	gut		Wos hobst es?
Angry Birds	gut		Mega geil das spiel hamer die entwickler ein mega groses lob
Subway Surfers	gut	Schon gut aber	Schon gut aber manchmal henkt es und ich laufe irgendwo dagegen 😒
Tower Defense	gut	Cool	Very cool!
Die Simpsons	gut	Macht Bock	Das Spiel mach richtig süchtig Bitte adden:Fabi789789789
Farmville 2	schlecht	Hundeschlittenrennen umsonst!	Ich habe viel Zeit in das Hundeschlittenrennen gesteckt, mit Platz 1 gewonnen und statt einem versprochenen Husky nur Münzen erhalten. Ein Fehler, den bestimmt vieler verärgert haben und mich sehr frustriert hat! Solltet ihr dringend in Ordnung bringen..
Die Simpsons	gut		Das kulste Spiel der Welt
Call Of Duty Heroes	gut		Top
Subway Surfers	gut		Das ist super dafür 5 Sterne
Angry Birds	gut	suuuuuper	geeeeeeeeiiiiiiiillllll
Hay Day	gut		Macht echt spaß
Farmville 2	gut		Ganz toll
Die Simpsons	schlecht		Spiel lässt ein seit Update nicht mehr rein bitte beheben
Subway Surfers	gut	Subway Surfers	Voll cool
Call Of Duty Heroes	gut	Coool	Fine es cool mit viel Action
Farmville 2	schlecht		Obwohl ich online bin zeigt es im Spiel ich wäre offline ich kann nicht von anderen kaufen und Helfer anfordern seid dem letzten update ätzend
Subway Surfers	gut		Sehr gut !!!!!!!!
Subway Surfers	gut	Richtig gutes spiel!	Einfach nur gut
Call Of Duty Heroes	gut	Geil	Macht echt bock!!
Bike Race Free	gut		Lol
Subway Surfers	schlecht	GEHT !!!	BITTTE UPDATEN. DASS ES AUF HUAWEI GEHT!!!
Subway Surfers	gut	Kiara Winkler	Das Spiel macht süchtig aber es ist richtig geil und macht sehr viel Spaß
Farmville 2	gut		Einfach nur der hammer das spiel
Hay Day	gut	Supiii	Sucht
Farmville 2	gut	♡♥♡♥	Das spiel ist klasse nur das Problem ladet bis 22% und dann ist feierabend. Bitte schnell beheben.
Die Simpsons	schlecht	Crash nach update	Wie soll man die missionen zu weihnachten schaffen wenn man nicht ins spiel kommt. Ich hoffe morgen gehts wieder. Dies ist nun schon die zweite chance für das spiel irgendwann reicht es
Die Simpsons	gut	Update?	Superhelden Episode abgeschlossen und kein Update...nix zu tun is auch langweilig ;-) und die "FleetaAPita" Aufgabe würde ich auch gern machen. Nachbarinos bitte adden: Denine1984 spiele täglich und bin Level 50
Die Simpsons	gut	Addet mich	Bambaz4
Hay Day	gut	War mal gut ist nun ein Kack Spiel	da ihr beim derby den clan best of Krefeld so verarscht habt und statt den ersten Platz einfach den 9 draus gemacht habt, könnt ihr mich sowas von am a.... lecken! Hab hier grad noch ein Paket bekommen, 10 Diamanten wegen Wartungsarbeiten. .. das könnt ihr wieder einsammeln. .. ich will das nicht haben!!!!
Bike Race Free	gut		Coolstes spiel ever und ich bin ein Mädchen
Call Of Duty Heroes	gut	Meger geil	Hat eine Ähnlichkeit mit clash of clans aber gut gemacht
Hay Day	gut	Hay Day	Einfach Super!!!!!!
Subway Surfers	gut	Geile app	Dise app ist die beste app alerzeiten und man kommt da immer weiter👍👍👍👍👍👍👍👍👍:-) :-) :-) :-) :-)
Angry Birds	gut	Gs	Das spiel ist geil
Subway Surfers	gut	Cool	.
Die Simpsons	gut	Bestes spiel ever	Das Spiel ist einfach mal genial danke an den Erfinder des spieles ich find es einfach nur geil💝
Angry Birds	gut		Genial
Subway Surfers	gut	Geil	Ist cool
